household_key,fsv_cmsi_flag,fsv_credit_card_flag,fsv_id_theft_flag,number_of_children,length_of_residence,do_not_direct_mail_solicit,email_available,ers_ent_count_year_1,ers_ent_count_year_2,ers_ent_count_year_3,ers_member_cost_year_1,ers_member_cost_year_2,ers_member_cost_year_3,member_tenure_years,months_from_join_to_cancel,basic_cost,calculated_tow_miles,is_nsr,plus_cost,total_cost,tow_destination_latitude,tow_destination_longitude,was_duplicated,was_towed_to_aar_referral,kcl_b_ind_mosaicsgrouping_Autumn Years,kcl_b_ind_mosaicsgrouping_Booming with Confidence,kcl_b_ind_mosaicsgrouping_Cultural Connections,kcl_b_ind_mosaicsgrouping_Family Union,kcl_b_ind_mosaicsgrouping_Flourishing Families,kcl_b_ind_mosaicsgrouping_Power Elite,kcl_b_ind_mosaicsgrouping_Singles and Starters,kcl_b_ind_mosaicsgrouping_Surburban Style,kcl_b_ind_mosaicsgrouping_Thriving Boomers,kcl_b_ind_mosaicsgrouping_Young City Solos
41756.0,1,0,0,,,0.0,0.9166666666666666,1.8181818181818181,1.6363636363636365,1.9090909090909092,89.40909090909092,61.09090909090909,101.18181818181819,7.5,61.833333333333336,47.122727272727275,1.0909090909090908,0.18181818181818182,0.0,47.122727272727275,13.721775555555556,-23.70770333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
43381.0,0,0,0,0.3333333333333333,10.333333333333334,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,17.666666666666668,36.25,179.0,51.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
49578.0,0,0,0,0.0,15.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55047.0,0,0,1,,,0.0,0.25,0.0,1.3333333333333333,1.3333333333333333,0.0,40.0,52.0,38.5,445.6666666666667,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55295.0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73421.0,0,0,1,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93896.0,0,1,0,0.0,9.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,34.0,35.0,244.0,53.0,5.0,0.0,12.0,65.0,41.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94927.0,0,0,0,1.0,15.0,1.0,0.0,,,,,,,47.0,492.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103545.0,0,1,0,,,0.0,1.0,2.0,2.0,2.0,103.99,147.70000000000002,83.5,46.0,,43.37222222222223,2.6666666666666665,0.1111111111111111,0.0,43.37222222222223,25.625,-44.375,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106487.0,0,0,0,0.6,9.6,0.0,0.42857142857142855,0.8,0.2,0.0,47.08,6.4,0.0,26.857142857142858,97.0,44.675,3.0,0.0,0.0,44.675,20.8657775,-35.6335775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115289.0,0,0,0,0.0,0.0,0.0,1.0,,,,,,,49.0,498.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115306.0,0,0,0,0.5,7.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,41.5,222.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115346.0,0,0,0,,,0.0,0.0,,,,,,,39.0,324.3333333333333,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115351.0,0,1,0,0.5,10.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,41.4,424.3333333333333,26.0,16.0,0.0,0.0,38.0,41.0,-71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115430.0,0,0,0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,73.25,49.0,540.0,53.0,0.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
116806.0,1,1,0,1.9285714285714286,2.7857142857142856,0.0,0.7636363636363637,0.5961538461538461,2.6923076923076925,1.6538461538461537,29.12692307692308,123.74134615384614,68.9423076923077,28.90909090909091,81.66666666666667,43.792,2.164,0.02,0.0,43.792,24.787378666666665,-42.640184000000005,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0
117430.0,0,0,0,0.0,13.333333333333334,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,29.583333333333332,0.0,30.0,,27.5,0.16666666666666666,0.16666666666666666,0.0,27.5,6.833333333333333,-11.833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118068.0,0,0,0,0.0,15.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,36.5,217.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140185.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,539.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143051.0,0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,49.0,,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143458.0,0,0,0,0.0,15.0,0.0,0.0,,,,,,,36.0,288.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143890.0,0,0,0,0.0,14.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,372.0,41.5,0.5,0.5,0.0,41.5,20.5,-35.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158326.0,0,0,0,,,0.0,0.8,0.0,5.0,3.0,0.0,146.0,109.0,14.2,140.2,31.444444444444443,0.2222222222222222,0.0,0.0,31.444444444444443,4.555555555555555,-8.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170964.0,0,0,0,2.0,15.0,0.0,0.25,0.0,0.5,0.0,0.0,29.425,0.0,31.75,232.33333333333334,58.85,0.0,0.0,0.0,58.85,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171827.0,0,1,0,1.0,9.25,0.0,0.5555555555555556,0.375,1.0,1.375,22.06875,58.85,68.69375,17.444444444444443,115.0,43.87571428571429,0.42857142857142855,0.14285714285714285,0.0,43.87571428571429,10.25,-17.75,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0
175016.0,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,103.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175310.0,0,0,0,,,0.0,0.0,1.0,1.0,3.0,53.0,53.0,135.75,48.0,528.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177039.0,0,0,0,1.0,15.0,0.0,1.0,2.0,1.0,0.0,117.7,58.85,0.0,3.0,,44.14,0.0,0.5,0.0,44.14,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179730.0,0,0,0,,,0.0,0.3333333333333333,,,,,,,30.333333333333332,234.33333333333334,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193851.0,0,0,0,0.0,7.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,27.75,396.0,44.666666666666664,8.333333333333334,0.0,18.0,62.666666666666664,41.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193981.0,0,1,0,,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,47.75,351.5,42.5,0.5,0.0,0.0,42.5,20.5,-35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193988.0,0,0,0,,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,38.0,228.0,58.85,5.0,0.0,0.0,58.85,41.78895,-71.47084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
195448.0,0,0,0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,37.666666666666664,288.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195458.0,0,0,0,1.0,15.0,0.0,0.0,0.0,0.5,0.0,0.0,29.425,0.0,27.0,306.5,55.925,0.0,0.0,0.0,55.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195680.0,0,0,0,,,0.0,0.0,,,,,,,25.666666666666668,188.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196101.0,0,1,0,2.0,15.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,32.0,525.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197694.0,0,0,0,0.0,15.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,31.5,168.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
197818.0,0,0,0,2.0,15.0,0.0,0.0,0.75,2.25,1.5,35.25,163.27499999999998,79.5,38.4,61.0,52.949999999999996,1.9666666666666668,0.0,0.0,52.949999999999996,20.90754,-35.73448,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197857.0,0,0,0,,,1.0,0.6153846153846154,0.0,1.1666666666666667,3.0833333333333335,0.0,57.166666666666664,139.41416666666666,11.76923076923077,133.53846153846155,38.65,1.8,0.0,0.7,39.35,12.3,-21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252323.0,0,0,0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,58.85,0.0,48.0,,58.85,0.0,0.0,0.0,58.85,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252739.0,0,1,0,0.8333333333333334,10.833333333333334,0.0,1.0,0.8333333333333334,0.8333333333333334,3.5,49.041666666666664,49.041666666666664,191.25833333333333,21.0,,49.57,0.0,0.0,0.0,49.57,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255885.0,0,0,0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258906.0,0,0,1,,,0.0,1.0,0.0,1.0,1.0,0.0,58.85,53.0,53.0,,54.4625,5.25,0.0,0.0,54.4625,20.6077975,-35.620675,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261917.0,0,0,0,0.0,11.0,0.0,1.0,1.0,0.0,2.0,58.85000000000001,0.0,106.0,48.0,,54.4625,1.375,0.0,2.625,57.0875,5.920478571428572,-10.232857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268698.0,0,0,0,,,1.0,0.0,,,,,,,13.0,71.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269097.0,0,0,0,,,0.0,0.0,,,,,,,45.5,419.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269385.0,0,0,0,1.0,0.0,0.0,0.3333333333333333,0.5,0.5,0.75,29.425,26.5,33.75,44.0,440.5,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269686.0,0,0,0,4.0,15.0,0.0,0.2,0.0,0.25,0.25,0.0,13.4375,13.25,18.8,61.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269825.0,0,0,0,,,0.0,0.25,0.0,0.0,1.0,0.0,0.0,53.0,33.75,294.6666666666667,43.0,4.0,0.0,6.0,49.0,41.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271248.0,0,0,0,0.0,15.0,0.0,0.5,1.0,0.0,1.0,63.57,0.0,32.97,41.0,193.0,28.0,2.0,0.0,0.0,30.0,41.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295497.0,0,0,0,,,0.0,0.0,,,,,,,57.0,600.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295682.0,0,0,0,,,0.0,1.0,2.0,0.0,0.0,122.06,0.0,0.0,44.0,494.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296801.0,0,0,0,,,0.0,0.6666666666666666,0.0,2.0,2.0,0.0,106.0,101.25,47.333333333333336,472.3333333333333,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297746.0,0,0,0,,,0.0,0.0,,,,,,,57.0,588.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300071.0,0,0,0,,,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,50.0,513.5,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325352.0,0,0,0,,,0.0,0.0,,,,,,,56.0,600.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326010.0,0,0,0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,89.35,32.5,0.0,3.0,,39.2125,2.5,0.0,0.0,44.5575,41.84407,-71.44966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
346809.0,1,0,0,1.75,11.25,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,27.8,74.0,,,,,,,,,,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
348331.0,0,0,0,,,0.0,0.6,0.0,1.0,0.4,0.0,75.5,21.2,36.6,440.0,48.4,7.3,0.0,8.7,57.1,16.4,-28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349143.0,1,0,0,0.0,13.666666666666666,0.0,1.0,0.0,0.5,0.0,0.0,29.425,0.0,33.75,84.0,47.28333333333333,0.0,0.0,0.0,47.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
353009.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,35.0,356.5,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353015.0,0,0,0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,,53.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353039.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,372.3333333333333,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382802.0,0,0,0,,,0.0,0.0,,,,,,,54.0,576.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383082.0,0,0,0,,,0.0,0.0,,,,,,,48.0,516.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383109.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,481.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383550.0,0,0,0,,,0.0,0.3333333333333333,0.0,2.0,1.0,0.0,56.0,28.0,43.0,379.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383686.0,0,0,0,,,0.0,0.0,,,,,,,36.5,306.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384246.0,0,0,0,,,0.0,1.0,,,,,,,55.0,588.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386369.0,0,0,0,,,0.0,0.0,,,,,,,20.0,112.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409332.0,0,0,0,0.0,12.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,13.444444444444445,220.0,24.333333333333332,0.0,0.3333333333333333,0.0,24.333333333333332,6.833333333333333,-11.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413741.0,0,0,0,0.0,15.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,48.0,510.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431187.0,0,0,0,0.6666666666666666,13.333333333333334,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,17.666666666666668,7.666666666666667,,53.0,4.0,0.0,0.0,53.0,20.5,-35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432422.0,0,0,0,,,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,47.5,491.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
432546.0,0,0,0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0,57.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436190.0,0,0,0,,,0.0,0.0,,,,,,,24.0,228.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
437059.0,1,0,0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
437118.0,0,0,1,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444621.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,238.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444626.0,0,0,0,,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,54.0,522.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444633.0,0,0,0,,,0.0,0.0,,,,,,,36.0,354.5,0.0,0.0,0.0,0.0,0.0,42.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447616.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,27.0,324.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452132.0,0,0,0,1.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,117.70000000000002,0.0,48.0,,47.10625,0.25,0.0,0.0,47.10625,5.857142857142857,-10.142857142857142,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452226.0,0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456159.0,0,0,0,0.25,14.125,0.0,0.875,0.0,0.75,0.75,0.0,44.1375,41.212500000000006,28.375,13.0,46.11666666666667,0.0,0.0,0.0,46.11666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0
459909.0,0,0,0,1.0,15.0,0.0,0.0,0.0,1.5,0.0,0.0,75.1,0.0,15.25,24.0,56.9,0.0,0.0,0.0,56.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461299.0,0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,48.0,0.0,0.0,0.0,48.0,20.5,-35.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461444.0,0,0,0,,,1.0,0.5,,,,,,,36.0,329.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464018.0,0,0,0,,,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,72.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472416.0,0,0,0,0.0,15.0,0.0,1.0,,,,,,,45.0,468.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
